word,j_count,e_count,p_count,total_count,j_rate_per_10k,e_rate_per_10k,p_rate_per_10k,j_share,e_share,p_share,j_expected,e_expected,p_expected,j_log2_enrichment,e_log2_enrichment,p_log2_enrichment,j_woe_bits,e_woe_bits,p_woe_bits,j_signed_info_bits,e_signed_info_bits,p_signed_info_bits,j_vs_e_woe_bits,j_vs_e_signed_info_bits,j_vs_p_woe_bits,j_vs_p_signed_info_bits,e_vs_p_woe_bits,e_vs_p_signed_info_bits,characteristic_source,characteristic_info_bits,global_surprise_bits,g2,p_value,q_value,significant_fdr_0_05,suspected_extraction_fragment,headline_reliable
conveyed,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
coriander,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
dark,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
face-to-face,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
destroyer,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
fulfill,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
containers,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
remains,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
searched,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
suddenly,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
enemy,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
deaf,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
quail,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
testify,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
save,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
lyre,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
kiss,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
walked,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
man-asseh,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
perished,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
pointed,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
sagging,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
restrain,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
staying,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
picked,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
spit,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
awesome,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
second's,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
thorns,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
jabbok,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
stink,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
shaved,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
embalmed,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
potiphar,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
conceive,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
ass's,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
daytime,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
elevating,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
fooling,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
myself,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
wrapped,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
deposit,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
refreshed,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
descend,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
deal,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
odious,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
prisoner,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
heavens,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
alien's,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
truth,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
designate,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
amorite's,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
booths,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
kneel,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
fruits,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
worn,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
served,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
seeking,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
happy,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
pot,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
eliezer,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
increase,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
enemy's,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
treasure,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
passing,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
tumult,1,1,0,2,0.4097688903,0.4139415515,0,0.5,0.5,0,0.4247719836,0.4204901483,1.154737868,1.012847059,1.027463674,-2.014920311,1.890821745,1.909354941,-2.772078197,0.5796788048,0.5903791596,-2.485058554,-0.01461691547,-3.702177152e-05,3.027807802,1.894716416,3.042424718,1.905416771,E,0.5903791596,2.485095576,3.445073983,0.1786124344,0.3222873145,False,False,False
honored,0,1,1,2,0,0.4139415515,0.1507340749,0,0.5,0.5,0.4247719836,0.4204901483,1.154737868,-0.5721154415,1.027463674,-0.4299578104,-0.431181409,1.909354941,-0.450098647,-0.6888786483,0.5903791596,-0.03496388785,-1.599638533,-1.007326818,-0.1421980625,-0.4519115464,1.457440471,0.3534120576,E,0.5903791596,1.042290706,1.444921728,0.4855558974,0.5969337069,False,False,False
