word,j_count,e_count,p_count,total_count,j_rate_per_10k,e_rate_per_10k,p_rate_per_10k,j_share,e_share,p_share,j_expected,e_expected,p_expected,j_log2_enrichment,e_log2_enrichment,p_log2_enrichment,j_woe_bits,e_woe_bits,p_woe_bits,j_signed_info_bits,e_signed_info_bits,p_signed_info_bits,j_vs_e_woe_bits,j_vs_e_signed_info_bits,j_vs_p_woe_bits,j_vs_p_signed_info_bits,e_vs_p_woe_bits,e_vs_p_signed_info_bits,characteristic_source,characteristic_info_bits,global_surprise_bits,g2,p_value,q_value,significant_fdr_0_05,suspected_extraction_fragment,headline_reliable
israelite,0,0,7,7,0,0,1.055138525,0,0,1,1.486701942,1.471715519,4.041582538,-1.852223361,-1.837606746,0.6118623653,-2.01622362,-1.997690766,3.456952142,-2.411075269,-2.383661452,5.547042276,-0.01461631348,0,-2.464256642,-3.163380825,-2.449640329,-3.135967007,P,5.547042276,5.547042276,7.689833429,0.02138818281,0.09266058658,False,False,False
stones,1,5,25,31,0.4097688903,2.069707757,3.768351874,0.03225806452,0.1612903226,0.8064516129,6.583965745,6.517597299,17.89843696,-2.202165832,-0.3130800993,0.4424921399,-2.455415469,-0.3592925045,1.522260436,-6.195051452,-0.343867677,5.292135061,-1.889324935,-2.129209764,-2.645161296,-7.077477149,-0.7558363615,-1.226293374,P,5.292135061,7.421344826,10.28816848,0.005833814281,0.03373261967,True,False,True
cities,8,5,40,53,3.278151123,2.069707757,6.029362998,0.1509433962,0.09433962264,0.7547169811,11.25645756,11.14298893,30.60055351,-0.4454820029,-1.058896611,0.364100289,-0.5297977617,-1.231634792,1.135355669,-0.9352906754,-3.70244399,5.253321077,0.6135892938,0.4822398584,-0.809998081,-2.033116945,-1.423587375,-4.80027026,P,5.253321077,5.735560935,7.951175782,0.01876826456,0.08472305784,False,False,False
some,18,7,63,88,7.375840026,2.89759086,9.496246722,0.2045454545,0.07954545455,0.7159090909,18.68996728,18.50156653,50.8084662,-0.03912293106,-1.327069087,0.2973035204,-0.03937126071,-1.533396672,0.8667964278,-0.02354211448,-8.08071314,5.221669896,1.28859285,3.533801129,-0.3367513164,-0.674757885,-1.625344167,-8.73192891,P,5.221669896,8.755471025,12.13766011,0.002313878738,0.01535266291,True,False,True
twelve,2,2,20,24,0.8195377807,0.8278831029,3.014681499,0.08333333333,0.08333333333,0.8333333333,5.097263803,5.04588178,13.85685442,-1.115257767,-1.100641152,0.4775612736,-1.279378947,-1.260844241,1.73785247,-2.116539686,-2.059615202,5.218271207,-0.0146175175,-7.404354304e-05,-1.593154477,-3.158730048,-1.57853696,-3.101805565,P,5.218271207,5.21834525,7.234162595,0.02686096135,0.1144117383,False,False,False
these,37,32,139,208,15.16144894,13.24612965,20.95203642,0.1778846154,0.1538461538,0.6682692308,44.17628629,43.73097542,120.0927383,-0.2467482626,-0.4385825256,0.2057494891,-0.303007097,-0.532733979,0.5560641321,-1.114078415,-3.095957905,5.21246628,0.1921112739,0.2263227255,-0.4533533753,-2.3428311,-0.6454646492,-4.32471059,P,5.21246628,5.438789005,7.539762529,0.02305480055,0.09938051298,False,False,False
then,34,31,132,197,13.93214227,12.8321881,19.89689789,0.1725888325,0.1573604061,0.6700507614,41.84004038,41.41827961,113.74168,-0.2892312598,-0.4058591786,0.2092879632,-0.3544332301,-0.4935763773,0.5672759024,-1.413969489,-2.56479045,5.135494812,0.1167871194,0.07919266353,-0.4993999181,-2.649897025,-0.6161870375,-3.800717986,P,5.135494812,5.214687475,7.229091842,0.0269291504,0.114588729,False,False,False
become,18,10,68,96,7.375840026,4.139415515,10.2499171,0.1875,0.1041666667,0.7083333333,20.38905521,20.18352712,55.42741767,-0.1626374675,-0.9651567959,0.2831363801,-0.1945682919,-1.133770265,0.8156988174,-0.2642009638,-5.505194284,5.07338425,0.8029868063,1.614045004,-0.4462075509,-1.182234971,-1.249194357,-6.423228291,P,5.07338425,6.687429254,9.270745466,0.009702489927,0.04859151533,True,False,True
community,2,1,17,20,0.8195377807,0.4139415515,2.562479274,0.1,0.05,0.85,4.247719836,4.204901483,11.54737868,-0.8690971792,-1.591446159,0.4954528732,-0.996915437,-1.791370974,1.872118015,-1.290474924,-2.991855179,5.002170122,0.7224077983,0.2378597233,-1.364820233,-2.248174667,-2.087228031,-3.949554921,P,5.002170122,5.240029845,7.264223827,0.02646024361,0.1130406832,False,False,False
plague,0,1,11,12,0,0.4139415515,1.658074824,0,0.08333333333,0.9166666667,2.548631901,2.52294089,6.928427209,-2.519648022,-0.9200689064,0.5611090648,-2.753268929,-1.029403505,2.48871829,-4.13327189,-1.029807601,4.993507793,-1.599638533,-1.007326818,-3.081014999,-4.97102701,-1.481376466,-1.867562722,P,4.993507793,6.000834612,8.318923184,0.01561596342,0.07247019915,False,False,False
ishmael,1,0,11,12,0.4097688903,0,1.658074824,0.08333333333,0,0.9166666667,2.548631901,2.52294089,6.928427209,-0.9346855209,-2.505031407,0.5611090648,-1.047937134,-2.734735859,2.48871829,-1.058269843,-4.086276774,4.993507793,1.570405304,0.9927102037,-1.495993381,-1.899941223,-3.066398686,-4.927948154,P,4.993507793,5.986217997,8.298660254,0.01577498018,0.07305055408,False,False,False
eighth,0,1,11,12,0,0.4139415515,1.658074824,0,0.08333333333,0.9166666667,2.548631901,2.52294089,6.928427209,-2.519648022,-0.9200689064,0.5611090648,-2.753268929,-1.029403505,2.48871829,-4.13327189,-1.029807601,4.993507793,-1.599638533,-1.007326818,-3.081014999,-4.97102701,-1.481376466,-1.867562722,P,4.993507793,6.000834612,8.318923184,0.01561596342,0.07247019915,False,False,False
alien,1,4,22,27,0.4097688903,1.655766206,3.316149649,0.03703703704,0.1481481481,0.8148148148,5.734421778,5.676617002,15.58896122,-2.012688033,-0.4131089177,0.4513976931,-2.252534801,-0.4754795407,1.58266074,-5.020132022,-0.4914172951,4.981381351,-1.599758588,-1.412377002,-2.464523789,-5.902341058,-0.8647652005,-1.37362633,P,4.981381351,6.393758353,8.863631151,0.01189287764,0.05857204928,False,False,False
which,24,23,101,148,9.834453368,9.520655683,15.22414157,0.1621621622,0.1554054054,0.6824324324,31.43312678,31.11627097,85.45060224,-0.3740523495,-0.4195567275,0.2337688539,-0.4550721143,-0.5082580457,0.6461907078,-1.716568123,-2.077935711,4.980709393,0.04554999361,0.008910682168,-0.6086184442,-2.911684364,-0.6541684378,-3.273051952,P,4.980709393,4.989620075,6.917082174,0.03147564877,0.1314643117,False,False,False
bringing,1,1,14,16,0.4097688903,0.4139415515,2.110277049,0.0625,0.0625,0.875,3.398175869,3.363921186,9.237902945,-1.309081036,-1.294464421,0.5211325891,-1.478635263,-1.460101461,2.086207276,-2.005188277,-1.961060997,4.882112016,-0.01461691547,-3.702177152e-05,-1.830477671,-2.92108804,-1.815860756,-2.87696076,P,4.882112016,4.882149037,6.768095681,0.03390991463,0.1393318555,False,False,False
tribes,0,2,14,16,0,0.8278831029,2.110277049,0,0.125,0.875,3.398175869,3.363921186,9.237902945,-2.894043536,-0.557498827,0.5211325891,-3.153870634,-0.6268449294,2.086207276,-5.511029187,-0.5700040022,4.882112016,-2.336663849,-2.014653636,-3.415499289,-6.32676165,-1.07883544,-1.385736465,P,4.882112016,6.896765652,9.560947333,0.008392023005,0.04628523457,True,False,True
goats,2,0,14,16,0.8195377807,0,2.110277049,0.125,0,0.875,3.398175869,3.363921186,9.237902945,-0.5721154415,-2.879426922,0.5211325891,-0.6453792901,-3.135337391,2.086207276,-0.5955984084,-5.448369032,4.882112016,2.307430018,1.985420407,-1.093452957,-1.419163391,-3.400882976,-6.271934015,P,4.882112016,6.867532423,9.520421473,0.008563804502,0.0470517075,True,False,True
portion,1,1,14,16,0.4097688903,0.4139415515,2.110277049,0.0625,0.0625,0.875,3.398175869,3.363921186,9.237902945,-1.309081036,-1.294464421,0.5211325891,-1.478635263,-1.460101461,2.086207276,-2.005188277,-1.961060997,4.882112016,-0.01461691547,-3.702177152e-05,-1.830477671,-2.92108804,-1.815860756,-2.87696076,P,4.882112016,4.882149037,6.768095681,0.03390991463,0.1393318555,False,False,False
judgments,0,2,14,16,0,0.8278831029,2.110277049,0,0.125,0.875,3.398175869,3.363921186,9.237902945,-2.894043536,-0.557498827,0.5211325891,-3.153870634,-0.6268449294,2.086207276,-5.511029187,-0.5700040022,4.882112016,-2.336663849,-2.014653636,-3.415499289,-6.32676165,-1.07883544,-1.385736465,P,4.882112016,6.896765652,9.560947333,0.008392023005,0.04628523457,True,False,True
offerings,0,6,24,30,0,2.483649309,3.617617799,0,0.2,0.8,6.371579754,6.307352224,17.32106802,-3.742040443,-0.02698411031,0.4298645315,-4.040437087,-0.004982258078,1.464523184,-10.33317973,-0.01384727225,4.815763477,-3.715414384,-6.043960909,-4.172445662,-10.84587711,-0.4570312785,-0.5265446607,P,4.815763477,10.85972439,15.05477468,0.0005381424049,0.004530506117,True,False,True
anyone,5,1,24,30,2.048844452,0.4139415515,3.617617799,0.1666666667,0.03333333333,0.8,6.371579754,6.307352224,17.32106802,-0.2826088243,-2.142461328,0.4298645315,-0.3223181319,-2.388770827,1.464523184,-0.2865078577,-5.799755957,4.815763477,1.860088695,2.070743306,-0.7127184334,-1.086750827,-2.572807129,-6.599998926,P,4.815763477,6.886506784,9.546725522,0.008451910563,0.04649631617,True,False,True
smaller,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
plains,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
sa,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,True,False
tax,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
complaints,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
zibeon,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
avenger,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
covers,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
contribution,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
clay,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
almond-shaped,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
amminadab,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
rear,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
spoil,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
brings,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
creature,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
beings,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
purple,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
legacies,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
congregation's,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
spilled,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
ministering,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
fire-holder,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
lower,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
cedarwood,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
nahshon,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
batter,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
zin,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
signet,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
uncircumcised,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
skirts,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
sixteen,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
lips,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
machpelah,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
fourteenth,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
commemoration,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
vital,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
surrounding,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
coats,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
basemath,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
projections,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
employee,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
cursing,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
eliasaph,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
eliphaz,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
ne,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
embroiderer's,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
bezalel,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
mind,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
reddish,0,0,6,6,0,0,0.9044044497,0,0,1,1.274315951,1.261470445,3.464213604,-1.671651115,-1.657034501,0.5859837335,-1.8097568,-1.791223989,3.250479516,-2.066635945,-2.043138387,4.754607666,-0.01461631348,0,-2.257784017,-2.711469278,-2.243167703,-2.687971721,P,4.754607666,4.754607666,6.591285796,0.03704422173,0.1414386272,False,False,False
